"";"sk_id";"clean_comments"
"588";1000587;""
"589";1000588;""
"590";1000589;""
"591";1000590;"De PCR test is geen test maar een verdubbelingsmethode: we nemen 1 molecuul daaraan kunnen we niets zien dan vermeerderen we deze 10x nog niets te zien 20x nog niets te zien 30x een paar positieve tests 35x dan zien we meer positieve tests 40x dan zien we in het lab nog meer positieven tests LET WEL ALS IK 60X VERMEERDER HEEFT IEDEREEN EEN POSITIEVE TEST Echt waar ik mag dit niet zeggen want er is geen gouden norm van hoeveel keer we vermeerderen maar deze methode gaan we gebruiken om aan te tonen dat het vaccin werkt: Richting de jaarwisseling gaan we vaker vermeerderen 40x 42x 43x zodat het lijkt of er steeds meer positieve tests zijn als er dan een vaccin is gaan we meer verminderen 37x 36x 35x dan daalt het aantal positieve tests Rutte en de andere VN Agenda 21 kornuiten zijn cht boeven"
"592";1000591;""
"593";1000592;"Hoe kan de overheid ooit deze buiten proportionele maatregelen rechtvaardigen. Sterftepercentage corona: 0 2 Normale griep: 0 16 Daarbij is de gemiddelde leeftijd van mensen die eraan zijn overleden rond de 80 jaar. In 2018 zijn 8500 mensen overleden aan griep. In 2019 waren dat er 6400. En dit jaar 400 aan griep en 6200 aan corona. Dit zijn cijfers afkomstig van het rivm. Hiervoor nemen we dus deze extreme maatregelen En waar zijn de griepdoden ineens gebleven Helaas heeft onze overheid niet het beste met ons voor lieve mensen."
"594";1000593;""
"595";1000594;""
"596";1000595;""
"597";1000596;""
"598";1000597;"NOS is zo arm dat ze 5 miljoen ads in hun videos moeten zetten."
"599";1000598;""
"600";1000599;""
"601";1000600;""
"602";1000601;"Drie-eenheid is de basis van ons welzijn: Lichamelijk: - Beweging - Sociale contacten - Eten en drinken Geestelijk: - Geloof - Hoop - Liefde Onderbewustzijn: - Harmonie - Reinheid - Regelmaat Volksgezondheid staat voorop maar welke worden er nu door de huidige Corana maatregelen afgeroomd Deze 3 moeten in alle besluiten tot het overgaan naar maatregelen altijd in leven gehouden worden."
"603";1000602;""
"604";1000603;""
"605";1000604;""
"606";1000605;""
"607";1000606;""
"608";1000607;""
"609";1000608;"Scholen mogen wel maar horeca met 30 man mag niet. Lekker hypocriet. Je maakt de hele horeca kapot en daarmee ontelbaar veel banen. Je mag niet eens meer n kraamfeestje of trouwfeestje houden. Nee sterker nog zoals mensen het op gingen lossen bezoek in tijdsblokken verdelen word nu zelfs verboden. Mensen.. als we zo bang zijn om te sterven dat we stoppen met leven dan geef me nu maar n kogel want leven doen we niet meer. In plaats dat oudere en zwakkere gewoon eigen verantwoording nemen word iedereen nu belemmerd in het leven zelf. Niet eens alleen luxe gelegenheden. Nee. Iets simpels als een verjaardag mag niet meer. Denk eens aan alle kinderen die zich verheugde voor hun verjaardag Ineens komen ooms tantes opas omas vrienden en andere familie niet meer. Maar naar school mag wel Hutje mutje zitten tussen 30 en in de pauze 60 kinderen en de leerkrachten nog."
"610";1000609;"Ik kijk net op de RIVM: vorige week onder 60 jaar zijn er 59 opgenomen in het ziekenhuis. Dat is minder dan 9 per dag. We hebben in Nederland 302 ziekenhuizen Totaal 201 opnames: 1 nieuwe PATIENT / ZIEKENHUIS IN DE HELE WEEK. Er zijn vorige week onder de 60 jaar 2 mensen overleden aan corona waarschijnlijk met onderliggende klachten. WAAR ZIJN DIE LUI MEE BEZIG"
"611";1000610;"Breng Rutte naar 101Barz man. Kijk hem strijden voor Nederland. S/o naar de regering. "
"612";1000611;""
"613";1000612;""
"614";1000613;""
"615";1000614;"Heb je het eindelijk voor elkaar Rutte De mondkapjes plicht h Gisteren twee uur in de trein moeten zitten heb een longaandoening . Werd op een gegeven moment heel naar vreselijk man wat doe jij de mensen aan waar JIJ verantwoordelijk voor bent Op scholen gaat dat helemaal mis want kinderen die stoppen die dingen in hun broekzak en zitten daarna weer aan deurknoppen . Bakken vol met bacteriën en virussen . En voor kinderen is het ontzettend ongezond . In Duitsland 4 kinderen overleden door dat rotding. Maar je gaat door h ondanks dat er kinderen zijn overleden door de mondkap in een buurland . En dan doe je net of je zorgzaam bent en precies in je zorg om ouderen en kwetsbaren . Wat een huichelaar ben je Nooit kunnen vermoeden dat er zo n bewind aan de macht zou komen in Nederland . Ik veracht jou en jou consorten Hoop dat je het leest en hoop op je omkering van deze walgelijke vertoning"
"616";1000615;"Hahaha niemand houdt zich hier aan al maanden niet meer. Er zijn meer illegale feesten dan kroegen. Mensen gaan gewoon nogsteeds met zn tienen lekker avondjes op bezoek. En op straat is t mega druk savonds en snachts. Is allemaal zinloos iedereen lacht dumb en dumber uit. En de schapen die dit allemaal wel serieus nemen: laat je vaccineren en loop na paar maanden maar met een dikke tumor wij gaan doorfeesten hier met 60 man Later"
"617";1000616;""
"618";1000617;"Hoe is het mogelijk 4.2K likes Gekochte likes zeker... Je maakt me niet wijs dat dit kan."
"619";1000618;""
"620";1000619;""
"621";1000620;"everyone people is infected with Covid 19 through droplet infection and air infection as Measles and Varicella and tubercle. Please put on mask N95 and dust-tight in area with many people subway bus restaurant cafe in building and so on....... There is not need for mask N95 and dust-tight in the street with few of people around. There is need for mask in the street with many people around and in area with many people. Wash hands always. Do not touch your mouth nose eyes at home out. Put on dust goggles at eyes in area with many people full subway full bus and so on........"
"622";1000621;""
"623";1000622;"DAMES EN HEREN : dit is een contact/airborn virus. 1.5 meter helpt niet mondkapjes helpen niet. en als je je veilig voelde toen de cassiere handschoentjes droeg heb je kennelijk gemist dat de vakken vullers NOOIT handschoenen hebben gedragen. zo ook heb je nooit gedacht aan wat je allemaal aanraakt. of wat anderen hebben aangeraakt. knopje vd flessen automaat bijv. loopband balkje. pinautomaat etc. we hebben weer nieuwe supermarkt regels.. maarrr de handschoentjes zijn NIET terug.. Als de scholen open mogen blijven en de winkels tot 22:00 uur.. maar er geen bier meer verkocht mag worden na 20:00 dan hoort er ergens een belletje te rinkelen in je hoofd van : DIT IS ONZIN dit is een IQ test voor de bevolking om te peilen hoe dom en gewillig we zijn. denk na dit is gewoon de griep. waarom omdat we nog steeds de griep doden cijfers niet hebben. we zijn de laatste weken als een gek gaan testen.. ZODOENDE hebben we meer positieve testen.. en nu ineens weer lockdown wat werd er gezegd.. de besmettings curve moet omlaag.. maar we gaan hard door met TESTEN.. dus komen er MEER positieve testen en blijft dit doorgaan aangezien we het nieuwe GRIEPSEIZOEN ingaan. het is een facade. ."
"624";1000623;""
"625";1000624;""
"626";1000625;""
"627";1000626;""
"628";1000627;""
"629";1000628;""
"630";1000629;""
"631";1000630;"Lokale pandemie ontstaan door de mens maar globale pandemie door God Hij eist wat van ons alvorens Hij het terug draait. Dat lukt Hem op 7 dgn "
"632";1000631;""
"633";1000632;""
"634";1000633;""
"635";1000634;""
"636";1000635;""
"637";1000636;""
"638";1000637;""
"639";1000638;""
"640";1000639;""
"641";1000640;""
"642";1000641;""
"643";1000642;"1410 corona patienten in ziekenhuis. we hebben 302 ziekenhuizen. Dus dat is 4-5 patienten per ziekenhuis"
"644";1000643;"Profylactisch Vitaminen Protocol Zink ter behandeling van Covid Corona of Influenza griep Ter herstel en voorkoming van Covid Corona of Influenza mede gebaseerd op het Zelenko protocol Vitamine C 3 tot 6 gram per dag 1000 mg tablet bij iedere maaltijd 9 gram per dag is ok Vitamine D 1000 tot 3000 I.E. per dag 1000 tot 10.000 I.E. per dag is ok Zink element 100 mg per dag minimaal 50 mg per dag Vitamine A 200.000 I.E. per dag Vitamine D werkt samen met Vitamine A en kalk en magnesium vandaar.. Naast Vit D verbeteren ook Magnesium en B12 de COVID-resultaten aanzienlijk Behandelingsopties: Ionoforen: Quercetine 500 mg tweemaal daags gedurende 7 dagen of Hydroxychloroquine HCQ 200 mg tweemaal daags gedurende 5 tot 7 dagen of Epigallocatechinegallaat EGCG 400 mg eenmaal daags gedurende 7 dagen Ontstekingsremmers: Azitromycine 500 mg eenmaal daags gedurende 5 dagen of doxycycline 100 mg tweemaal daags gedurende 5 tot 7 dagen .."
"645";1000644;""
"646";1000645;""
"647";1000646;""
"648";1000647;"Covid-19 is mostly a hoax. The banks and industry already made trillions from this hoax. Every hospital and scientist get free money for every Covid-case thats why people dying from car accidents were labeled as covid deaths by worthless doctors. PBS was caught staging an overwhelmed hospital. Covid-19 is an excuse for literal trillions of dollars in aid packages. Covid-19 itself has an over 99 survival rate it s a mere seasonal flu. The death rate of covid-19 is not higher than the average flu. Dying with covid-19 is not the same as dying from covid-19. Over 9 K people die every year from the common flu. Its not different this year. The CDC labelled everyone as coronavirus deaths including pneumonia heart attacks cancer deaths car accident deaths common flu etc. Coronavirus based on outright lies misrepresentation and gaslighting was a massive media driven alarmist hoax and not more or less deadly than the average flu because this is the average flu. It already came out that over 90 of the people that died in Italy died of an underlying condition. Not from covid-19. When the hysteria began in early 2020 Anyone who was merely suspected to have coronavirus simply had coronavirus listed as the cause of death regardless of the truth and anyone who had shortness of breath before death was automatically recorded as having coronavirus as well. Dying with covid-19 is not the same as dying from covid-19. The vast majority of people that actually died from Covid-19 itself were the elderly which is also the case during the normal seasonal flu. Sweden did not even do a lockdown at all and their deaths are not higher than the average swedish seasonal flu deaths because this is also a mere seasonal flu. The so called experts are all lysenkoists and in the pockets of vaccine companies that are going to make millions of dollars from vaccines that the Government will buy from them and distribute. And most Experts and scientists that are pushing this hoax also believe that there are more than 2 genders. Total joke. And the people that are actually afraid of the virus just because the mainstream media told them there is a virus have fallen for the alarmist hysterical propaganda media blitz and are usefull idiots unkowingly doing their bidding. Sweden s top virus expert Anders Tegnell has said the world went mad with coronavirus lockdowns which fly in the face of what is known about handling virus pandemics. Thousands of doctors have lost their facebook pages and have been censored on YouTube for speaking out. It s easier to fool people than to convince them that they have been fooled. - Mark Twain"
"649";1000648;"Nederland stem volgend jaar met je verstand Dit heeft NIKS met onze gezondheid te maken Weg met vvd d66 cu pvda cda en groenlinks De regerende partijen in theorie even als in de praktijk maken ons de hardwerkende Nederlander KAPOT We worden slaven van de eu... stem verstandig in Maart en zorg voor verandering Tijd dat NEDERLAND WEER VOOR NEDERLAND WORDT Wordt wakker mensen..."
"650";1000649;""
"651";1000650;"Zweden bewijst dat lockdowns schadelijk zijn voor de samenleving. WHO gaf dit vorige week zelf ook aan Trump Kayleigh Mcenany en alle anderen die besmet waren bewijzen dat er zeer goede medicijnen zijn. Daarnaast dubbelcheck het zelf Dat is de makkelijkste manier om hier doorheen te prikken. Pak alles cijfers erbij ga naar de WHO site zoek hun definitie van pandemie. Daar zitten we ruim onder. MSM/GOV BS aannemen is niks meer dan aangenomen BS. Vertrouwen kan controleren is beter. Indien zo dan valt het onder verraad. Hoogsverraad naar het volk. Degene die hieraan schuldig bevonden worden zullen hetzelfde lot ondergaan als Saddam H.. Live uitgezonden op T.V en diverse streams... Alle sheople zullen zeggen dat is niet zo... Die zijn te lui om huiswerk te doen Maar blijf bij de basis pak alle officiele cijfers definities en statements. Dan kan je niet ander concluderen dat er geen sprake is van pandemie en 2e golf."
"652";1000651;"De horeca waar de tafels 1 5 meter uit elkaar staan is een groter risico dan winkels waar iedereen de producten aanraken en terugzetten worden alle producten in winkels die zijn aangeraakt gedesinfecteerd als de klant de winkel verlaat..........NEE de tafels en stoelen WEL in de horeca. Totale waanzin dit en logisch nadenken zit er bij een hoop mensen niet meer bij. Kijk naar de feiten en cijfers uit het heden en verleden want dit is echt geen nieuw virus. "
"653";1000652;""
"654";1000653;"HOLLAND IS GEHERSENSPOELD DOOR DE NOS NEP NIEUWS CORONA HOUDT IN PRINCIPE IN DAT PAPIERGELD MOET VERDWIJNEN ZODAT MEN NIET EXTRA MAG VERDIENEN EN ALLEEN ZIJN RUG MOET BREKEN EN HARD WERKEN ALS EEN SLAAF OM BELASTING AF TE STAAN DE MENS IS ZO DOM DAT ALLES MAAR GOEDKEURT WAKKER WORDEN CORONA BETEKENT IEDEREEN WORDT GECHIPT EN GECONTROLEERD EN JE LOCATIE IS TE ZIEN VIA 5G PALEN"
"655";1000654;"Luister Nederland is een eigenwijs volk wij zijn verwend en ontzettend egoïstisch dat kunnen we niet ontkennen bijna iedereen in mijn stad Hilversum gaat gewoon om 19:30 alcohol halen en 1.5 m hebben ze allemaal lak aan dus succes ermee "
"656";1000655;""
"657";1000656;""
"658";1000657;""
"659";1000658;"Nare mensen en vast inderdaad een likebot want met bizarre maatregelen zoals deze krijg je echt niet opeens zo maar 3x zo veel steun. De 2e golf is ook immens klein."
"660";1000659;""
"661";1000660;"BREAKING: Whistleblower Drops HARD Evidence Biden Obama Hillary EXECUTED Seal Team 6 Audio Proo"
"662";1000661;""
"663";1000662;"Ik stel voor heel nederland 2 maanden in lock down. iedereen blijft thuis. Alleen de supermarkt bezorgdiensten en disttibutie daarvan en natuurlijk de acute zorg blijven open. De overheid geeft iedereen die 2 maanden een uitkering wat word betaald door een lening die de overheid neemt en die lening word daarna weggescholden. De burgers mogen een uur per dag online reserveren in het plaatselijke park mits er plek is maar voor de rest word na buiten gaan die 2 maanden verboden en ten slot mag niemand vanuit het buitenland nederland in die 2 maanden. Hele probleem opgelost zonder extra kosten. "
"664";1000663;"vaccin pas begin 2020 goed bezig lamlul je lijkt Biden wel"
"665";1000664;"Tjonge jonge wat gebeurt er veel... Mondkapjes Dat winkels het verplichten of restaurants. Ik heb voor mezelf al een besluit genomen ik draag er geen ik wil vrij blijven ademen dat is mijn recht. Iemand zei: dan ga je dus nergens meer naar toe waar je een mondkapje moet dragen. En toen kwam er deze stroom woorden op gang. Klopt en dat noem ik een beperking van mijn vrijheid en dat klopt precies want vanaf vandaag zijn er maar 3 mensen aan de macht zijn je grondrechten veranderd en mag dat telkens worden verlengd. Als die 3 mensen nou zelf nog de touwtjes in handen hadden maar dat is niet zo. We hebben ons vandaag als land overgegeven aan 1 wereldmacht. Wil je weten wat de plannen zijn Kijk dan naar alle programma s die voor 2021 2030 geschreven zijn. Verenigde Naties Economisch forum WHO. Verplichte vaccinaties en oeverloos in deze situatie blijven. Simpelweg omdat men zelf geen weet heeft van dat prachtige systeem dat lichaam heet. Biologie vertelt je hoe al deze systemen werken. En waar luisteren we naar Naar mensen die geld verdienen met ziekte. Kijk maar eens goed. Je bent een brave burger je ziel is nu verkocht. Verplichte vaccinatie met nano troep. Je bent te volgen via 5 G. Complottheorie Dat plak je er alleen maar op omdat je geen onderzoek doet. Alle organisaties die hieraan meewerken laten hun plannen aan je zien. Oeverloze saaie soep aan woorden met verwijzingen en mega afkortingen. Je moet je best doen om het te begrijpen maar alles wat ik hier zeg kan je gewoon bij de bronnen zelf vinden. Het is 1 groot spinnenweb van verbindingen. Vanaf morgen staan de factcheckers volop aan bij Facebook. Dus er zal weer veel geblokt worden. Dat is een beperking van mijn vrije meningsuiting. Je hoeft het niet met me eens te zijn maar ik heb wel de vrijheid om mijn mening te verkondigen. Ik heb de regering hier niet over gehoord dus de komende tijd zal dit wel zo blijven. En neem niet als vanzelf de gedachte aan dat ik niet voor mijn medemensen zorg vanwege mijn mening. Ik kies voor de mensen die zorg nodig hebben en als ik daaraan kan bijdragen dan doe ik dat met liefde. Zo ben ik. Dat deed ik voor deze uitbraak ook al voor mij is dat niet veranderd zo sta ik in de wereld. Mijn alarmbellen gaan al maanden af en ik weet dat dat niet voor niets is. Voor mij zijn er al vele grenzen overschreden ik hoor vele leugens en ik zie dat men op basis van deze leugens men beslissingen neemt. Mijn gevoel is daar haar zuiver in. Ik weet dat dit weer goedkomt dat we dit nodig hebben om te laten zien hoe de wereld echt georganiseerd is. Het systeem is de baas geworden over de mens en dat kan alleen als angst en stress zegeviert. Dan verliest de mens de controle over zichzelf en neemt angst het over. Er is veel meer gaande dan jij denkt. Covid-19 is het rookgordijn een opzettelijk rookgordijn zodat je aandacht daar op is gericht. Het is het grootste sociale experiment ooit: laten we ons gevangen nemen of kiezen we voor vrijheid Ik ben een vrij mens en ik laat me niets opleggen. Ik ben een soeverein wezen ik heb hier een plek op aarde waar ik vredevol en vriendelijk met anderen wil omgaan. Dat doe ik mijn hele leven al. Er is voor mij niets veranderd ik stroom nog steeds door mijn leven. En dat zal ik blijven doen. Ik weiger een mondkapje te dragen omdat mijn adem mij leven geeft. Ik heb het recht om vrij te ademen. En ik pas mij aan door dus niet naar bedrijven gaan die dat verplichten. Ik ben benieuwd welke andere keuzes ik ga maken. Waar ik mijn voedsel dan weg ga halen of op welke wijze. Maar ik blijf trouw aan mezelf. En als deze circusact voorbij is wil ik graag dat er recht wordt gesproken over deze tijd. Want zonder dat je het weet zijn er misdaden tegen de mensen geweest. Want zo ben ik ook wanneer je experimenteert met mensen dan moet daarvoor ter verantwoording worden geroepen.Blijkbaar is het hoog tijd om nieuwe afspraken te maken over de hele wereld en volgens mij staat dat binnenkort te gebeuren. Ik blijf uit de angst ik ga geen mondkapje dragen en niemand heeft last van mij. Ik ben benieuwd waar het leven me gaat brengen. Zo dat lucht op."
"666";1000665;"Here s the facts people. The virus is airborne. Viral load of Covid 19 can be passed from an infected person to non infected via droplets or aerosols in as little as 15 minutes of close exposure to an infected person. Droplets rather quickly fall to the ground while fine aerosols can linger in the air for hours. Corona is also complicated by the fact that 40 or so of infected people are asymptomatic show no symptoms . Wearing a mask can help reduce your chance of getting Covid because the mask offers at least some protection against droplets & aerosols. Why do you think health care workers wear them in hospitals....duh. Studies have been done on droplets/aerosols at some of the worlds top universities by epidemiologists & virologists & tech giants who have made high tech videos that show aerosol spread. In China Japan Vietnam S. Korea & New Zealand all with an extremely low amount of Covid people wear masks. All those societies sacrifice something so small as wearing a mask in public.....because they believe in the greater good for their society overall. We are in the middle of a once in a century pandemic people. so please stop with self pity comments & outrageous conspiracy theories. Do your own Research.....wear a mask.....social distance....wash your hands often Namaste"
"667";1000666;""
"668";1000667;""
"669";1000668;""
"670";1000669;""
"671";1000670;""
"672";1000671;""
"673";1000672;""
"674";1000673;""
"675";1000674;""
"676";1000675;""
"677";1000676;"Nou fftjes voor alle mensen die nu nog wakker zijn en janken dat restaurant en kroegjes dicht moeten en de pretpark open mogen blijven. kleine uitleg voor jullie : 1. een restaurant of kroeg is niet hetzelfde als een pretpark. 5000 man kroeg of restaurant geen anderhalve meter. 5000 man Pretpark is anderhalve meter mogelijk want 5000 man gaan niet op 1 NORMALE dag naar un Walibi. 2. Pretparken zijn 10000 keer groter dan een restaurant of kroeg. duidelijk toch 3. De parken hebben gewoon alles goed in orde en zijn amper tot geen besmettingen. fijne avond. "
"678";1000677;""
"679";1000678;""
"680";1000679;"Even voor de goede orde. Op 13 OKT 2020 is de democratie op schrift . Via democratie weg afgeschaft. Onder het mom van de Pandemie . Door de volgende politieke partijen die expliciet voor corona-spoedwet zijn: PvdA GL 50Plus D66 VVD SGP CU m.u.v. Voordewind. Wordt u bedreigt gekneveld of gegijzeld door de machthebbende en kan u niet verzetten in het openbaar. Doe dat dan met de verkiezingen Dit geld voor alle verkiezingen Eerstvolgende verkiezingen: Tweede Kamerverkiezingen op 17 maart 2021. "
"681";1000680;""
"682";1000681;""
"683";1000682;""
"684";1000683;""
"685";1000684;""
"686";1000685;"De scholen gaan uiteindelijk ook wel dicht maar het moet eerst compleet uit de hand lopen. Zo doen wij dat in Neederland... 1.6K "
"687";1000686;"Dus je mag niet naar evenementen gaan met 100 personen maar je mag wel naar school gaan met 1500 personen. Wat een logica weer. 1.5K "
"688";1000687;""
"689";1000688;""
"690";1000689;""
"691";1000690;"Weer een berg met maatregelen van likmevestje. Kinderen van middelbare scholen en MBO/HBO zijn oud genoeg om thuis te blijven op een enkele uitzondering na . Het halve onderwijs is gevuld met docenten van 60 . Aula s gevuld met honderden kinderen. Deze maatregelen hadden 2 weken geleden al doorgevoerd moeten worden. Je kunt het virus verspreiden als je de symptomen nog niet hebt. Dit geld ook voor tieners. Die het virus dragen mee naar huis nemen en verspreiden. Vervolgens gebeurd als nog wat ze suggereren/proberen te voorkomen. Iedereen met een beetje gezond boeren verstand begrijpt dit."
"692";1000691;"men mag niet met meer dan 100 bij elkaar hoeveel leerlingen zitten er op een school"
"693";1000692;""
"694";1000693;""
"695";1000694;"Probeer zo veel mogelijk thuis te werken Maar scholen blijven open anders moeten ouders thuis werken/zijn Logica 0 0"
"696";1000695;""
"697";1000696;"40:33 begint hij over het niet sluiten van de schoolen geen dank"
"698";1000697;""
"699";1000698;""
"700";1000699;""
"701";1000700;""
"702";1000701;""
"703";1000702;""
"704";1000703;""
"705";1000704;""
"706";1000705;""
"707";1000706;""
"708";1000707;"Denk dat Rutte stiekem het volk een beetje wil uitdunnen... even die vergrijzing beetje verhelpen. word langzamerhand kotsmisselijk van m. Over 10 tot 14 dagen is het hier als Itali ... RIVM en Rutte zijn meer dan incompetent."
"709";1000708;""
"710";1000709;"Nederland: Heeft corona dat Permanente schade kan aanrichten Mark Rutte: Is maar een Klein griepje je kan gewoon nog naar school waar minimaal 1500 mensen opzitten maar evenementen mag je niet naar toe waar maar 100mensen komen"
"711";1000710;""
"712";1000711;"In turkije is er 1 iemand besmet en ze hebben al vakantie jezus wat oneerlijk Edit: hoe heb ik 1 like thanks Edit 2: yeah 21 likes lekker dan"
"713";1000712;""
"714";1000713;""
"715";1000714;""
"716";1000715;""
"717";1000716;""
"718";1000717;"41:43 Sorryy moet er echt even langs"
"719";1000718;"Had hij maar zo lang eromheen gelult toen alle wegen naar 100 moesten.. o nee dat levert veel geld op .. als mensen thuis zitten niet natuurlijk ... Geld geld geld .. alles om de euro s zelfs mensenlevens."
"720";1000719;"geschiedenis boeken over 50 jaar: iN 2020 wAs eR eEN ViRuS iEDerEeN LiEp mEt wC pApiER oVeR sTraAt"
"721";1000720;""
"722";1000721;""
"723";1000722;""
"724";1000723;"Hoe kan je het in een zin benoemen Geen evenementen en of socializen in groepen boven de 100 man. Alles wordt afgelast. Maar de scholen gaan gewoon door sommige scholen hebben wel 1500 kids op een school. Ik ben t f kwijt Ok kids minder risico....maar kunnen ze t niet zonder daar zelf last van te hebben t toch meenemen naar huis Ik zie t er van komen t buitenland straks helemaal geen nederlandse vluchten binnen zal gaan laten door onze zgn lakse houding"
"725";1000724;""
"726";1000725;""
"727";1000726;""
"728";1000727;""
"729";1000728;""
"730";1000729;""
"731";1000730;""
"732";1000731;""
"733";1000732;""
"734";1000733;""
"735";1000734;""
"736";1000735;""
"737";1000736;""
"738";1000737;""
"739";1000738;"Ik ben echt enorm pissig Als je weet hebt van de informatie uit onderstaande links dan is dat reden genoeg om nooit meer op deze partijen stemmen die alles vertegenwoordigen behalve het welzijn van de gewone gemiddelde Nederlander. https://www.youtube.com/watch v zzEeQRRRxXs https://www.youtube.com/watch v D1lMqLWHgoA"
"740";1000739;""
"741";1000740;""
"742";1000741;"Kansloze regering. Ze nemen dit virus echt niet serieus. Ierland met maar 20 besmettingen heeft zelfs al betere maatregelen dan Nederland met 614 besmettingen en 5 doden.... Straks zullen we voelen wat dit echt betekent. Precies zoals in China en Itali . VOORKOMEN IS BETER DAN GENEZEN."
"743";1000742;""
"744";1000743;""
"745";1000744;""
"746";1000745;"13:05 typische management complimentjes."
"747";1000746;"56:50 alle ic s leggen nu natuurlijk vol terwijl er officieel maar 1 geval ernstig leg. zie je rutte kijken."
"748";1000747;""
"749";1000748;""
"750";1000749;""
"751";1000750;""
"752";1000751;"11:06 de gebarentolk lol"
"753";1000752;""
"754";1000753;"Kinderen lopen dan misschien wel niet zo n risico om aan corona te overlijden. Ze kunnen wel drager van het virus worden en het verder verspreiden. Als ergens snel griep-achtige virussen verspreidt worden dan is het wel op scholen. Scholen open houden omdat ouders naar hun werk kunnen blijven gaan is korte termijn politiek voor de komende 1 of 2 weken . Als dan blijkt dat het aantal corona-gevallen in Nederland in de vele duizenden gaat lopen en je dan nog de scholen dicht doet is het al te laat. Om een enorme uitbraak in te dammen moet je op alle vlakken heel radicaal handelen en dat betekent dus ook alle scholen dicht voor minstens 2 weken. Kijk naar een land als Denemarken daar gaat gewoon het hele land op slot. In Nederland doen we zo als gebruikelijk weer alles halfslachtig. Nu hebben 600 corona gevallen. Met deze halfslachtige maatregelen van Rutte hebben we er over 2 weken 3000 corona gevallen. Dit scenario lijkt mij zeer plausibel. Deze situatie is zeer ernstig en vraagt nu eens niet om het Nederlandse polderen met wat half-zachte maatregelen. Wij gooien ons land NU volledig dicht voor 2 of 3 weken om dit virus in ons land in te dammen. Doe je dit NU nog niet Tsjaaa Rutte dan wordt het erg lastig om dit met je gebruikelijke lach en laconiek gedrag te verantwoorden als over 2 maanden dit volledig uit de bocht is gevlogen. NU radicaal handelen voorkomt een hoop ellende voor over een maand of een half jaar. Dit vraagt echter moedig leiderschap NU radicaal durven in te grijpen i.p.v. achter de fanfare aan te lopen . Denk niet dat Rutte dit in zich heeft."
"755";1000754;""
"756";1000755;""
"757";1000756;""
"758";1000757;"Alsof er tussen de 100 mensen geen risico is dat er iemand ziek kan zijn"
"759";1000758;""
"760";1000759;""
"761";1000760;"Ik snap het echt niet h niet naar een evenement met meer dan 100 mensen maar wel naar een school met ongeveer 3 000 mensen... Zo n school is sowieso al heel erg dichtbevolkt het coronavirus verspreid zich daar extreem snel mensen kunnen wel zeggen dat ze thuis moeten blijven bij symptomen maar sommige mensen die denken dat het niks is. Die kinderen die komen nog wel eens ergens die besmetten ook heel snel de andere mensen waaronder de oudere zwakke mensen die waarschijnlijk zullen sterven... . We kunnen beter NU de scholen sluiten wat eigenlijk dus heel erg logisch en via het internet studeren voordat het te erg word... . DOE NIET DOM NEEM NU ACTIE ik erger me dood aan sommige keuzes van mensen die niet 100 zijn ."
"762";1000761;""
"763";1000762;""
"764";1000763;"- We zijn met honderd man jongens van Puffelen moet wegwezen. Dan zijn we weer veilig. - Zucht van verlichting uit 99 kelen."
"765";1000764;""
"766";1000765;"In tsjechie bijvoorbeeld zijn er maar 120 mensen besmet. de scholen zijn dicht en ze laten niemand meer het land binnen...en alleen Nederland weer met t geen handen schudden"
"767";1000766;"Mag je naar evenementen gaan met meer dan 100 personen Rutte: Nee Mag je naar school ook al zitten er MEER dan 100 LEERLINGEN op Rutte: Ja Waar gaat dit toch heen man-..."
"768";1000767;""
"769";1000768;"Het kabinet heeft veel te lang gewacht met het nemen van maatregelen tegen Corona. FVD wil nu onmiddellijk https://www.youtube.com/watch v LXCbqxk eQ8"
"770";1000769;""
"771";1000770;"1000 Subscribers with no video s please Rutte als je dit leest: Gun alsjeblieft 1 weekje"
"772";1000771;"Nuttige info op 1:53:19 geen dank mensen"
"773";1000772;"33:55 vermijd....."
"774";1000773;""
"775";1000774;""
"776";1000775;""
"777";1000776;""
"778";1000777;""
"779";1000778;""
"780";1000779;""
"781";1000780;"regering: Scholen gaan niet dicht regering: evenementen met meer dan 100 mensen gaan niet door Nederlandse scholen: meer dan 100 mensen"
"782";1000781;""
"783";1000782;""
"784";1000783;"elk handelen heeft zijn prijs 11:54 zo vreselijk Hollands...."
"785";1000784;""
"786";1000785;""
"787";1000786;""
"788";1000787;""
"789";1000788;""
"790";1000789;""
"791";1000790;""
"792";1000791;""
"793";1000792;""
"794";1000793;""
"795";1000794;""
"796";1000795;"Minimaal 2 weken verlengen andere landen hebben dat ook tot 11 mei verlengd en daarna zeker weer langer."
"797";1000796;""
"798";1000797;""
"799";1000798;"Hoe spaar je pensioengeld uit laat een virus los die werkt op 50"
"800";1000799;""
"801";1000800;""
"802";1000801;""
"803";1000802;"Het begon al goed ... De 1 5 m afstand kwam pas veel later onee men had eerst de elleboog "
"804";1000803;""
"805";1000804;"Eerst maar ff w8en totdat er genoeg doden zijn gevallen en dan pas de scholen sluiten"
"806";1000805;""
"807";1000806;"1 5 meter "
"808";1000807;""
"809";1000808;""
"810";1000809;""
"811";1000810;""
"812";1000811;""
"813";1000812;""
"814";1000813;""
"815";1000814;""
"816";1000815;""
"817";1000816;"5 maanden later...."
"818";1000817;""
