,Unnamed: 0,sk_id,clean_comments,comment_lemma
375,376,1000375.0,IMPEACHMENT ,IMPEACHMENT 
376,377,1000376.0,Mondkapjes zijn heel goed tegen corona. Ik zal het uitleggen: Die gaasjes voor je muil helpen niet maar geven een gevoel van veiligheid. Hierdoor gaan mensen dichter bij elkaar staan en besmetten ze elkaar beter. Aerosolen kunnen tot 8 meter dus dat is mooi. Zo loopt het aantal positief geteste mensen sneller op en krijg je eerder groepsimmuniteit. Wietolie zoals CBD en THC van de cannabisplant maken je ook weerbaarder tegen het virus maar remmen zo de groepsimmuniteit omdat je niet besmettelijk bent. Vandaar de Opiumwet die deze plant verbied. En nog iets Rutte zegt je handen kapot wassen. Dat is ook een heel goed dwingend advies want als je handen kapot zijn biedt je huid geen bescherming meer tegen het virus en raak je eerder besmet ook weer ten voordele van de groepsimmuniteit. Dus mensen luister naar de overheid Verlaag je weerstand sloop je huid kom dichter bij elkaar met een niet medisch mondkapje gebruik geen HCQ dat geneest te snel want zo krijgen we GROEPSIMMUNITEIT. Wees vooral niet zo ego�stisch om jouw eigen weerstand omhoog te brengen door het versterken van je immuunsysteem want anders krijgen we niet het aantal besmettingen en weet de media niet meer waar ze het over moeten hebben. Dan gaan ook zij failliet.,mondkap zijn heel goed tegen corona. Ik zullen het uitleggen: die gaas voor je m.i. helpen niet maar geven een gevoel van veiligheid. hierdoor gaan mens dicht bij elkaar staan en besmetten ze elkaar goed. aerosol kunnen tot 8 meter dus dat is mooi. Zo lopen het aantal positief testen mens snel op en krijgen je eerder groepsimmuniteit. wietolie zoals CBD en THC van de cannabisplant maken je ook weerbaar tegen het virus maar remmen zo de groepsimmuniteit omdat je niet besmettelijk zijn. vandaar de Opiumwet die deze plant verbied. En nog iets Rutte zeggen je hand kapot wassen. dat is ook een heel goed dwingend advies want als je hand kapot zijn bieden je huid geen bescherming veel tegen het virus en raken je eerder besmetten ook weer te voordeel van de groepsimmuniteit. dus mens luisteren naar de overheid verlagen je weerstand sloop je huid komen dicht bij elkaar met een niet medisch mondkap gebruiken geen HCQ dat genezen te snel want zo krijgen we GROEPSIMMUNITEIT. zijn vooral niet zo ego�stisch om jou eigen weerstand omhoog te brengen door het versterken van je immuunsysteem want anders krijgen we niet het aantal besmetting en weten de media niet veel waar ze het over moeten hebben. dan gaan ook zij failliet.
377,378,1000377.0,Prima overheid ik zal thuis blijven en mijn geld niet meer uitgeven. Jullie willen alles kapot hebben ik werk mee maar belasting verhoging komende jaren kunnen jullie ook op je buik schrijven want dan mag je het komen halen. En zorg handhaving en alle ambtenaren succes de komende jaren want de schatkist zal leeg zijn dus gratis werken komt er aan.,prima overheid ik zullen thuis blijven en mijn geld niet veel uitgeven. jullie willen alles kapot hebben ik werk mee maar belasting verhoging komen jaar kunnen jullie ook op je buik schrijven want dan mogen je het komen halen. En zorg handhaving en al ambtenaar succes de komen jaar want de schatkist zullen leeg zijn dus gratis werken komen er aan.
378,379,1000378.0,ik deed het in opdracht van kan jullie niet helpen als alles uitkomt. Ook jullie en iedereen die hiermee aan meegedaan hebben zullen berecht worden. Het is tijd voor verantwoording,ik doen het in opdracht van kunnen jullie niet helpen als alles uitkomen. ook jullie en iedereen die hiermee aan meedoen hebben zullen berechten worden. het is tijd voor verantwoording
379,380,1000379.0,Ik houd me niet aan de Corona regels zoals de rest van amsterdam,Ik houden me niet aan de Corona regel zoals de rest van amsterdam
380,381,1000380.0,Voor mij geen vaccin ze zullen me moeten vangen,voor mij geen vaccin ze zullen me moeten vangen
381,382,1000381.0,Achter de voordeur met andere woorden over 2 weken mag dus politie binnen vallen,achter de voordeur met ander woord over 2 week mogen dus politie binnen vallen
382,383,1000382.0,Angst media op z n 100. Mensen worden wakker,angst media op z n 100. mens worden wakke
383,384,1000383.0,Vraag: waarom niet winkeltijden verruimen om te spreiden Antwoord: Het effect van verruiming is dat meer mensen ook voor de kleine dingen toch gaan winkelen. Beperkte aantallen en tijden hebben als effect dat minder mensen voor kleine dingen eventjes langs twee of drie extra winkels gaan. Spreiding is een leuk concept maar niet zo effectief als het minder leuk maken en beperken van de mogelijkheid om te winkelen. Een koopavond stimuleert mensen om te gaan winkelen. Een beperking van de tijden gaat dat effect juist tegen. Zeker gecombineerd met onplezierige andere maatregelen zoals beperkte aantallen mondkapjes en extra controle op afstand houden. Uitgebreidere uitleg: Maatregelen: 1 Beperkt aantal mensen in de winkel afgestemd op 1.5 m afstand houden - nu ook strikter op toegezien 2 Directe sluiting als winkels de boel niet goed in de hand houden. 3 Beperkte openingstijden Effecten: 1a Minder mensen in de winkel op hetzelfde moment - minder contactmomenten in de winkel. 1b Minder mensen die voor de lol willen winkelen omdat je langer moet wachten en je je aan zo veel maatregelen moet houden. - mensen stellen kleine aankopen uit en kopen dan vaker meer dingen tegelijkertijd en vaker alleen als het echt nodig is. minder mensen op pad minder contactmomenten op straat en in de winkel 2 winkeliers zien er nog ten minste iets beter op toe dat mensen zich aan de regels houden. - meer mensen die zich aan de regels houden in deze binnenruimtes minder contactmomenten in de winkel 3 Combinatie met maatregel 1 betekend een nog beperkt er maximaal aantal mensen door de hele dag heen die de winkel kan bezoeken. - minder contactmomenten Resultaat: Op meerdere vlakken het beperken van algemene contactmomenten tussen het winkelend publiek. - minder mogelijke besmettingen yay D Hopelijk is het nu wat duidelijker -,vragen: waarom niet winkeltijd verruimen om te spreiden antwoord: het effect van verruiming is dat veel mens ook voor de klein ding toch gaan winkelen. beperken aantal en tijd hebben als effect dat minder mens voor klein ding even langs twee of drie extra winkel gaan. spreiding is een leuk concept maar niet zo effectief als het minder leuk maken en beperken van de mogelijkheid om te winkelen. een koopavond stimuleren mens om te gaan winkelen. een beperking van de tijd gaan dat effect juist tegen. zeker combineren met onplezierig ander maatregel zoals beperken aantal mondkap en extra controle op afstand houden. uitbreiden uitleg: maatregel: 1 beperken aantal mens in de winkel afstemmen op 1.5 m afstand houden - nu ook strikt op toezien 2 direct sluiting als winkel de boel niet goed in de hand houden. 3 beperken openingstijd effect: 1a minder mens in de winkel op hetzelfde moment - minder contactmoment in de winkel. 1b minder mens die voor de lol willen winkelen omdat je lang moeten wachten en je je aan zo veel maatregel moeten houden. - mens stellen klein aankoop uit en kopen dan vaak veel ding tegelijkertijd en vaak alleen als het echt nodigen is. minder mens op pad minder contactmoment op straat en in de winkel 2 winkelier zien er nog te weinig iets goed op toe dat mens zich aan de regel houden. - veel mens die zich aan de regel houden in deze binnenruimte minder contactmoment in de winkel 3 combinatie met maatregel 1 betekenen een nog beperken er maximaal aantal mens door de heel dag heen die de winkel kunnen bezoeken. - minder contactmoment resultaat: Op meerder vlak het beperken van algemeen contactmoment tussen het winkelen publiek. - minder mogelijk besmetting yay D hopelijk is het nu wat duidelijk -
384,385,1000384.0,De hoeveelheid en ernst van de maatregelen staan parallel aan het aantal besmettingen waar het aantal besmettingen het gevolg is van mensen die zich niet aan de maatregelen houden. Het is niet wat het lijkt Meer besmettingen is meer en zwaardere maatregelen. Minder besmettingen is minder maatregelen. Minder maatregelen is dan weer meer besmettingen. Meer maatregelen zijn dan nodig voor minder besmettingen. Hierbij word er van uit gegaan dat wanneer mensen zich aan de regels zouden houden er geen besmettingen zijn en dat de genomen maatregelen ook daadwerkelijk alle besmettingen kunnen verkomen. Hoe weet Rutte dat de genomen maatregelen ook daadwerkelijk de verspreiding van het virus kunnen verkomen. En hoe weet Rutte dat het aantal besmettingen het gevolg is van mensen die zich niet aan de maatregelen houden. Kan de verspreiding van het virus worden volledig worden gestopt met de maatregelen. Indien de verspreiding van het virus niet volledig gestopt kan worden met meer en strengere maatregelen wat is dan het nut van maatregelen als deze niet de verspreiding van het virus compleet tegen gaan maar wel de gehele economie kapot maken met als gevolg meer schade door de maatregelen dan door het virus zelf Maatregelen welke de verspreiding van het virus niet geheel tegen kunnen gaan maar wel zorgen voor massale angst paniek en constante stress in de gehele samenleving verspreiden. Stress en angst zorgen dat het immuunsysteem minder goed werkt waardoor mensen sneller vatbaar zijn voor ziektes en virussen ziektes en virussen waar we constant aan worden blootgesteld. Wat ons hier tegen beschermd is ons immuunsysteem. Ziektes en Virussen op zich word niemand ziek van tenzij je een auto imuumziekte hebt waar bij het immuunsysteem niet goed werkt waardoor iemand meer vatbaar is en sneller ziek word van ziektes en virussen. Van 2012 tot 2013 zijn er 65000 duizend mensen in Nederland gestorven door de griep. Toen ging het land niet dicht. Nu zijn er ongeveer 7000 mensen in Nederland gestorven door het huidige virus. En het land gaat alweer op lockdown. Rutte stelt dat de maatregelen het gevolg zijn van besmettingen die weer het gevolg zijn van mensen die zich niet aan de regels houden. In deze stelling ligt verborgen dat het de schuld is van mensen dat het virus zich verspreidt dat het de schuld is van mensen dat er meer maatregelen komen. Terwijl Rutte ZELF deze maatregelen doorvoerde zonder ook maar enig ander alternatief zoals groepsimuniteit juist weer het land opendoen en leren leven met het virus. Dit is pure emotionele manipulatie chantage gaslighting het vervormen van de realiteit van mensen zodanig dat mensen de schuld die zei ervaren als gevolg van de maatregelen bij zichzelf neerleggen terwijl Rutte zelf de aanstichter is. Wat Rutte zegt hoe hij het zegt en wat hij ermee bereikt komt rechtstreeks uit een narsistisch handboek. Rutte heeft alle eigenschappen en voldoet aan alle check vinkjes zoals een narsistische psychopatische en patalogische leugenaar aan voldoet. Zweden heeft geen lockdown gehad en doet het kwam cijfers beter dan Nederland. Hoe kan dat. Hoe kan een land dat in vergelijking minder en minder ernstige maatregelen heeft minder besmettingen en een lager sterfte cijfer hebben. De maatregelen zijn niet de oplossing. Extra ziekenhuizen openen en de risico groepen kwa vatbaarheid voor dodelijke gevolgen van het virus extra te beschermen het land weer opengooien de economie weer laten draaien groepsimuniteit opbouwen het immuunsysteem het werk laten doen waarvoor het gemaakt is en verder gaan met leven is de beste manier vooruit. Maar dat zullen ze niet toelaten. Dus dan moet het maar op de gewelddadige manier. Onthoud mensen dat wij de regering hebben gekozen. Het volk hoeft geen verantwoording af te leggen aan de regering. De regering legt verantwoording af aan het volk. Regering van het volk voor het volk door het volk. Dat is democratie. Niet deze goochel show van emotionele massa manipulatie. Ze regeren met angst. Zo kun je niet vrij leven,De hoeveelheid en ernst van de maatregel staan parallel aan het aantal besmetting waar het aantal besmetting het gevolg is van mens die zich niet aan de maatregel houden. het is niet wat het lijken veel besmetting is veel en zwaar maatregel. minder besmetting is minder maatregel. minder maatregel is dan weer veel besmetting. veel maatregel zijn dan nodigen voor minder besmetting. hierbij worden er van uit gaan dat wanneer mens zich aan de regel zullen houden er geen besmetting zijn en dat de nemen maatregel ook daadwerkelijk al besmetting kunnen verkomen. hoe weten Rutte dat de nemen maatregel ook daadwerkelijk de verspreiding van het virus kunnen verkomen. En hoe weten Rutte dat het aantal besmetting het gevolg is van mens die zich niet aan de maatregel houden. kunnen de verspreiding van het virus worden volledig worden stoppen met de maatregel. indien de verspreiding van het virus niet volledig stoppen kunnen worden met veel en streng maatregel wat is dan het nut van maatregel als deze niet de verspreiding van het virus compleet tegen gaan maar wel de geheel economie kapot maken met als gevolg veel schade door de maatregel dan door het virus zelf maatregel welk de verspreiding van het virus niet geheel tegen kunnen gaan maar wel zorgen voor massaal angst paniek en constant stress in de geheel samenleving verspreiden. stress en angst zorgen dat het immuunsysteem minder goed werken waardoor mens snel vatbaar zijn voor ziekte en virus ziekte en virus waar we constant aan worden blootstellen. wat ons hier tegen beschermen is ons immuunsysteem. ziekte en virus op zich worden niemand ziek van tenzij je een auto imuumziekte hebben waar bij het immuunsysteem niet goed werken waardoor iemand veel vatbaar is en snel ziek worden van ziekte en virus. van 2012 tot 2013 zijn er 65000 duizend mens in Nederland sterven door de griep. toen gaan het land niet dicht. Nu zijn er ongeveer 7000 mens in Nederland sterven door het huidig virus. En het land gaan alweer op lockdown. Rutte stellen dat de maatregel het gevolg zijn van besmetting die weer het gevolg zijn van mens die zich niet aan de regel houden. In deze stelling liggen verbergen dat het de schuld is van mens dat het virus zich verspreiden dat het de schuld is van mens dat er veel maatregel komen. terwijl Rutte zelf deze maatregel doorvoeren zonder ook maar enig ander alternatief zoals groepsimuniteit juist weer het land opendoen en leren leven met het virus. dit is puur emotioneel manipulatie chantage gaslighting het vervormen van de realiteit van mens zodanig dat mens de schuld die zeggen ervaren als gevolg van de maatregel bij zichzelf neerleggen terwijl Rutte zelf de aanstichter is. wat Rutte zeggen hoe hij het zeggen en wat hij ermee bereiken komen rechtstreeks uit een narsistisch handboek. Rutte hebben al eigenschap en voldoen aan al checken vink zoals een narsistisch psychopatisch en patalogisch leugenaar aan voldoen. Zweden hebben geen lockdown hebben en doen het komen cijfer goed dan Nederland. hoe kunnen dat. hoe kunnen een land dat in vergelijking minder en minder ernstig maatregel hebben minder besmetting en een laag sterfte cijfer hebben. De maatregel zijn niet de oplossing. extra ziekenhuis openen en de risico groep kwa vatbaarheid voor dodelijk gevolg van het virus extra te beschermen het land weer opengooien de economie weer laten draaien groepsimuniteit opbouwen het immuunsysteem het werk laten doen waarvoor het maken is en ver gaan met leven is de goed manier vooruit. maar dat zullen ze niet toelaten. dus dan moeten het maar op de gewelddadig manier. onthouden mens dat wij de regering hebben kiezen. het volk hoeven geen verantwoording af te leggen aan de regering. De regering leggen verantwoording af aan het volk. regering van het volk voor het volk door het volk. dat is democratie. niet deze goochel show van emotioneel massa manipulatie. Ze regeren met angst. Zo kunnen je niet vrij leven
385,386,1000385.0,You should never take too literally what you read Misinformation distortion make belief Fabrications half truths implied Misquotations out of context and lies I promise to tell the truth The whole truth and nothing but... Lies - you believe them all Lies - you swallow them whole Lies lies half truths misinformation and... Lies - you believe them all Lies - you swallow them whole Lies lies half truths misinformation and... ...lies Fact and fantasy united as one Real power stems from the barrel of a pen Living memory can easily be erased The pen is mightier than the sword Yet with no blade...,You should never take too literally what you read Misinformation distortion make belief Fabrications half truths implied Misquotations out of context and lies I promise to tell the truth The whole truth and nothing but... Lies - you believe them all Lies - you swallow them whole Lies lies half truths misinformation and... Lies - you believe them all Lies - you swallow them whole Lies lies half truths misinformation and... ...lies Fact and fantasy united as one Real power stems from the barrel of a pen Living memory ca. easily be erased The pen is mightier than the sword Yet with no blade...
386,387,1000386.0,Vooral niet kijken vanavond. Ga lekker wandelen geniet van het mooie weer. Laten we Rutte gewoon massaal negeren. Hij gaat nooooooit toegeven dat zijn beleid ons de vernieling in helpt. Corona is stil vervangen door de gewone griep maar die gevallen worden ook als Corona bestempeld. De fraude gaat door. ,vooral niet kijken vanavond. Ga lekker wandelen genieten van het mooi weer. laten we Rutte gewoon massaal negeren. hij gaan nooooooit toegeven dat zijn beleid ons de vernieling in helpen. Corona is stil vervangen door de gewoon griep maar die gevallen worden ook als Corona bestempelen. De fraude gaan door. 
387,388,1000387.0,Rutte jij hebt een hoop doden op je geweten,Rutte jij hebben een hoop dood op je weten
388,389,1000388.0,Zolang deze twee mannen grondig onderzoek naar zowel medicatie HCG en de foutmarge van de PCRtesten blijven tegenwerken neem ik geen woord serieus van wat zij zeggen. De WHO heeft het mortaliteitscijfer bijgesteld naar 0 13 Daar hoor ik niemand over. Volgende stap is dat je zonder vaccin nergens meer aan mee mag doen... ik stop NOOIT met leven door de angst om dood te gaan die aangepraat wordt door deze twee leugenaars. Daag,zolang deze twee man grondig onderzoek naar zowel medicatie HCG en de foutmarge van de pcrtest blijven tegenwerken nemen ik geen woord serieus van wat zij zeggen. De WHO hebben het mortaliteitscijfer bijstellen naar 0 13 daar horen ik niemand over. volgen stap is dat je zonder vaccin nergens veel aan mee mogen doen... ik stoppen nooit met leven door de angst om dood te gaan die aanpraten worden door deze twee leugenaar. dag
389,390,1000389.0,Love you,Love you
390,391,1000390.0,13:43 I love that. Do you love me ,13:43 I love that. Do you love me 
391,392,1000391.0,Goede maatregelen heb alleen mijn twijfels bij die mondkapjes de meeste zijn van slechte kwaliteit en zijn niet geschikt tegen virusbescherming. Ze houden wel vocht tegen dus misschien helpen ze een beetje. Zover ik weet bieden FFP3-mondmasker alleen bescherming tegen virus schadelijk stof en aerosolen i.c.m. bril en spatscherm en niet stofkapjes van BigBazar en Action.,goed maatregel hebben alleen mijn twijfelen bij die mondkap de veel zijn van slecht kwaliteit en zijn niet geschikt tegen virusbescherming. Ze houden wel vechten tegen dus misschien helpen ze een beet. zover ik weten bieden ffp3-mondmasker alleen bescherming tegen virus schadelijk stof en aerosol i.c.m. bril en spatscherm en niet stofkap van BigBazar en Action.
392,393,1000392.0,Mondkapjesplicht Sorry ik heb alleen een bivakmuts die aan uw eisen voldoet. Mondkapjes Daar hoef ik niet mee gezien te worden. Dan maar heel mijn gezicht onherkenbaar maken. Niet goed Prima dan zal u de zoveelste winkel zijn die geboycot wordt. Heb een fijn faillisement.,mondkapjesplicht Sorry ik hebben alleen een bivakmuts die aan uw eisen voldoen. mondkap daar hoeven ik niet mee zien te worden. dan maar heel mijn gezicht onherkenbaar maken. niet goed prima dan zullen u de zoveel winkel zijn die boycotten worden. hebben een fijn faillisement.
393,394,1000393.0,die lui moeten hangen NEURENBERG NU,die lui moeten hangen NEURENBERG NU
394,395,1000394.0,NOS het SS kanaal van 2020,NOS het SS kanaal van 2020
395,396,1000395.0,Wie vrijheid inruilt voor veiligheid raakt beide kwijt,wie vrijheid inruilen voor veiligheid raken beide kwijt
396,397,1000396.0,Waarom zoveel reclame midrolls NOS,waarom zoveel reclame midrolls NOS
397,398,1000397.0,sluit die scholen man jezus,sluiten die school man jezus
398,399,1000398.0,Leerlingen van mbo etc moeten elke dag reizen met ov en raken alles aan enzo en ook op school zitten veel mensen op 1 plek. Dus meneertje rutte zegt dat er geen besmetting kan komen op ov en school Sorry maar ik wil mijn moeder enzo beschermen,leerling van mbo etc.moeten elk dag reizen met ov en raken alles aan enz. en ook op school zitten veel mens op 1 plek. dus Meneer rutten zeggen dat er geen besmetting kunnen komen op ov en school Sorry maar ik willen mijn moeder enz. beschermen
399,400,1000399.0,Zorgelijk hoe veel simpele mensen hier oproepen tot geweld omdat ze niet snappen wat er aan de hand is of er niet mee om kunnen gaan. Dit soort mensen gaat het allemaal nog duurder en moeilijker maken voor het land dan het al is. We hebben nog steeds geen volledige lockdown in tegenstelling tot landen om ons heen. Koester dat maar,zorgelijk hoe veel simpel mens hier oproep tot geweld omdat ze niet snappen wat er aan de hand is of er niet mee om kunnen gaan. dit soort mens gaan het allemaal nog duur en moeilijk maken voor het land dan het al is. We hebben nog steeds geen volledig lockdown in tegenstelling tot land om ons heen. koester dat maar
400,401,1000400.0,Iedereen meld deze video als spam of misleidend,iedereen melden deze video als spam of misleiden
401,402,1000401.0,Als ik de kans krijg hen 1 vraag te stellen valt per direct de nog overgebleven aanhang weg.. waarom mogen wij geen vragen stellen Dit is weer strotduwen,als ik de kans krijgen hen 1 vragen te stellen vallen per direct de nog overblijven aanhang weg.. waarom mogen wij geen vragen stellen dit is weer strotduwen
402,403,1000402.0,So Nice ,So Nice 
403,404,1000403.0,I need boyfriend ,I need boyfriend 
404,405,1000404.0,I need boyfriend ,I need boyfriend 
405,406,1000405.0,Bravissimo ,Bravissimo 
406,407,1000406.0,Valt wel op dat zo n 75 de video leuk vindt maar geen enkele positieve reactie te vinden is. Mensen de mening van het volk wordt gecensureerd,vallen wel op dat zo n 75 de video leuk vinden maar geen enkel positief reactie te vinden is. mens de mening van het volk worden censureren
407,408,1000407.0,Ik heb medelijden met winkeliers die denken elke klant zonder mondkapje te kunnen weigeren Er zitten van die MUILKORF schreeuwende hooligans tussen die je maar beter met rust kan laten,Ik hebben medelijden met winkelier die denken elk klant zonder mondkap te kunnen weigeren Er zitten van die MUILKORF schreeuwen hooligan tussen die je maar goed met rust kunnen laten
408,409,1000408.0,Fear factory,Fear factory
409,410,1000409.0,Hoe kan het zo zijn dat ze blijven vasthouden ondanks de statistieken zowel in Nederland als de hele wereld uitwijzen dat de sterftecijfers in vergelijking met andere jaren....niet hoger zijn De besmettingcijfers.. hoog ja maar wat als men elk jaar mensen tijdens de griepseizoenen zou testen met de omstreden pcr tests. En ondanks vele wetenschappers een hele andere.mening zijn toegedaan. Maatregelen die indruisen tegen de grondwet rechten van de mens enz en geen referendum....niets. Het gros van het volk laat dit gebeuren...uit angst. Begrijpelijk maar angst lijkt een slechte raadgever. Met de komst van de spoedwet zal er over onze vrijheden worden besloten door n man. Eens kijken of er straks verkiezingen komen wanneer blijkt dat het gros anders wil stemmen dan het gaaies wat er nu zit. Of door corona verkiezingen worden uitgesteld enz en wat wordt er straks nog meer verboden.,hoe kunnen het zo zijn dat ze blijven vasthouden ondanks de statistiek zowel in Nederland als de heel wereld uitwijzen dat de sterftecijfer in vergelijking met ander jaar....niet hoog zijn De besmettingcijfer.. hoog ja maar wat als men elk jaar mens tijdens de griepseizoen zullen testen met de omstreden pcr test. En ondanks veel wetenschapper een heel ander.mening zijn toedoen. maatregel die indruisen tegen de grondwet recht van de mens enz.en geen referendum....niets. het gros van het volk laten dit gebeuren...uit angst. begrijpelijk maar angst lijken een slecht raadgever. met de komst van de spoedwet zullen er over ons vrijheid worden besluiten door n man. eens kijken of er straks verkiezing komen wanneer blijken dat het gros anders willen stemmen dan het gaaies wat er nu zitten. Of door corona verkiezing worden uitstellen enz.en wat worden er straks nog veel verbieden.
410,411,1000410.0,Als je besmet raakt heb je je blijkbaar niet goed aan de regels gehouden is de redenering die Rutte erop na houdt. Sterker nog: is er een besmetting bijvoorbeeld terug te voeren naar opgelopen op kantoor dan kan als repressiemaatregel dat kantoor 14 dagen worden gesloten. Hoe zit het met de burgemeester van Rotterdam dhr Aboutaleb die besmet is geraakt Is de enige juiste conclusie dus: hij heeft zich blijkbaar namelijk hij is besmet geraakt niet aan de maatregelen gehouden. Dan is het de hoogste tijd dat deze man zijn functie wordt ontnomen. Hij heeft immers ook nog eens een voorbeeldrol te spelen.,als je besmetten raken hebben je je blijkbaar niet goed aan de regel houden is de redenering die Rutte erop na houden. sterk nog: is er een besmetting bijvoorbeeld terug te voeren naar oplopen op kantoor dan kunnen als repressiemaatregel dat kantoor 14 dag worden sluiten. hoe zitten het met de burgemeester van Rotterdam dhr Aboutaleb die besmetten is geraken Is de enig juist conclusie dus: hij hebben zich blijkbaar namelijk hij is besmetten geraken niet aan de maatregel houden. dan is het de hoog tijd dat deze man zijn functie worden ontnemen. hij hebben immers ook nog eens een voorbeeldrol te spel.
411,412,1000411.0,Vermakelijk internet piraten die nauwelijks ABN praten maar wel alles af lijken te weten van publiek beleid en het bestrijden van een pandemie. Ik hoop oprecht dat de gemiddelde Nederlander iets minder achterlijk is dan de gemiddelde reaguurder hier. Zo niet dan bewijst dit het morele verval van Nederland.,vermakelijk internet piraat die nauwelijks ABN praten maar wel alles af lijken te weten van publiek beleid en het bestrijden van een pandemie. Ik hoop oprecht dat de gemiddeld Nederlander iets minder achterlijk is dan de gemiddeld reaguurder hier. Zo niet dan bewijs dit het moreel verval van Nederland.
412,413,1000412.0,En hoe komen we aan deze maatregelen Resultaat van mensen die zich laten testen. Aha Als iedereen dus stopt met zich laten testen en gewoon thuis uitziekt als ie echt ziek is dan is deze hysterische pandemie snel over en kunnen we straks gewoon weer Sinterklaas vieren. Dank u.,En hoe komen we aan deze maatregel resultaat van mens die zich laten testen. Aha als iedereen dus stoppen met zich laten testen en gewoon thuis uitzieken als ie echt ziek is dan is deze hysterisch pandemie snel over en kunnen we straks gewoon weer Sinterklaas vieren. danken u.
413,414,1000413.0,Geen vragen stellen gewoon luisteren wij doen ook maar wat en we hebben een goed salaris laat de Nederlandsche Economie maar naar de filistijnen gaan,geen vragen stellen gewoon luisteren wij doen ook maar wat en we hebben een goed salaris laten de Nederlandsche economie maar naar de filistijnen gaan
